group_name,subgenre,country,cat_front_gender,num_bpm_pref,num_growl_tolerance,num_blastbeat_tolerance,num_distortion_preference,num_tempo_variability,num_aggressivity_score,num_speed_score,num_heaviness_score,num_chain_listen_hours,num_riff_complexity_score,num_time_signature_complexity,num_song_length_avg,num_nb_bands_known,num_nb_subgenres_known,num_nb_albums_per_month,num_reading_hours_music,num_research_hours_music,num_youtube_gear_hours,num_theory_level,num_concerts_per_year,num_festivals_per_year,num_mosh_participation,num_crowdsurf_count,num_bruises_after_concert,num_decibels_tolerance,num_travel_for_festival_km,num_money_spent_concerts,num_nb_tour_merch_items,num_hearing_loss_risk_score,num_streaming_hours,num_social_media_hours,num_music_discovery_hours,num_spotify_discover_like_rate,num_yt_comment_rate,num_instagram_posts_music,num_discord_server_activity,num_playlist_creation_rate,num_audio_gear_spending,num_nb_headphones_owned,num_noise_var01,num_noise_var02,num_noise_var03,num_noise_var04,num_noise_var05,num_noise_var06,num_noise_var07,num_noise_var08,num_noise_var09,num_noise_var10,cat_subgenre_main,cat_subgenre_secondary,cat_favorite_band,cat_favorite_label,cat_favorite_instrument,cat_vocal_preference,cat_drumming_style,cat_guitar_style,cat_production_preference ,cat_music_platform,cat_clothing_style,cat_shoes,cat_festival_type,cat_mosh_preference ,cat_hair_length,cat_music_consumption_device,cat_listening_context,cat_record_collection_size,cat_tv_shows_pref,cat_social_presence,cat_fav_color,cat_spiritual_theme_pref,cat_lyric_style,cat_merch_preference,cat_art_style,cat_gig_pref,cat_social_metal_subculture,cat_spotify_usage,cat_favorite_era,cat_main_activity_at_concert,Unnamed: 83,cat_intensity_profile,cat_technicite_profile,cat_live_engagement,cat_digital_profile,cat_segment_label,cat_noise_var01,cat_noise_var02,cat_noise_var03,cat_noise_var04,cat_noise_var05,cat_noise_var06,cat_noise_var07,cat_noise_var08,cat_noise_var09,cat_noise_var10
Genghis Tron,grindcore,usa,male,204.85820773703432,10.0,9.925947843059841,9.842500861934107,8.894330831174491,9.994760330694037,9.500949547100696,10.0,9.01712038007366,6.302075675214873,6.512771162815009,5.231491201968133,86.35887455385759,7.235224657043074,3.253699895663936,4.448254350560628,4.379752361120168,3.4563591905143225,7.620290202796787,10.0,2.0,9.673693104608464,5.0,5.710560509159537,7.483606782322353,933.442955891157,954.4587676438957,2.0,6.162965137182416,7.087573442739682,7.245586004824417,5.818353725834236,7.724367632862063,3.499135840566409,1.6149522645023975,3.0415374709046468,4.87028930873917,746.3712300983817,3.760554279425527,0.6740232023161967,1.1473776817998096,-0.39119750332066106,0.591252942048272,0.8546730864913044,1.2859973646782836,-0.6628522221367055,1.0153318243818528,1.2421386186275805,1.2710718708601423,grindcore,grindcore,Battle Beast,major,vocals,clean,groove,chugging,raw,bandcamp,band_tshirt,vans,outdoor,full,medium,headphones,commute,none,horror,lurker,black,nihilism,political,tshirts,vintage,festival,open_minded,albums,old_school,mosh,,extreme,high,intense,active,A,Y,Z,Z,Z,Z,W,Y,Y,X,W
Gojira,progressive metal,france,male,105.46284366308537,6.885616521985399,6.402798178957939,7.789471974445883,7.410275866008295,6.760242740908632,5.88559537478989,7.734905818129472,5.126385344626766,10.0,10.0,5.33964242339832,122.28963913708559,6.813101144283479,3.5500244928108247,4.674719043593084,6.262613452504739,4.611518700365844,8.554987380442423,4.0,1.0,4.614087688279911,1.0,3.3374950986200367,5.974857023544609,502.209328382161,797.9717206368574,5.0,5.87123861539363,8.197951214070859,7.878966630929875,4.168910925120452,8.441640817089517,2.1757322336741134,2.7049219012777797,3.750289252752941,5.722060401748075,1105.751193674897,5.243310619165843,1.918164394628769,-1.3354568503598725,-0.5387118965490677,0.17203113678046833,-2.202256768978556,-0.2108297133561673,-0.12623700727326478,0.23958364414552194,-0.26231452558099516,-2.3457882425033967,progressive metal,symphonic gothic metal,Darkened Nocturn Slaughtercult,indie,guitar,scream,technical,technical_riff,modern,spotify,casual_jeans,sneakers,none,light,medium,headphones,work,medium,fantasy,active,green,emotional,storytelling,vinyls,surreal,theatre,open_minded,playlists,modern,listen,,high,high,intense,active,C,X,Y,Z,Y,Z,Z,X,Y,X,W
Hell Militia,black metal,france,male,191.00833624857975,8.046393391389234,8.958261917737852,9.281080768716743,10.0,8.11167815631571,7.805342573866268,8.316092348796767,5.34842589662093,7.990079569907212,9.589228627102141,3.390646200863647,106.09435956268872,6.287306025420864,4.896997622051668,4.550674501277179,6.473434663697821,3.633793389604058,6.146437777469876,4.0,0.0,6.951101246893076,1.0,1.6880910949329597,6.565581429635719,305.6249600829029,564.0836676853793,2.0,4.613809371301683,2.640622096323054,3.755519582093208,1.6554882131832227,4.204053504103321,0.5863760904118674,0.0,0.29238582961343207,2.824689741942941,0.0,0.26496699010408864,-1.9959075861197932,-2.157557174301955,-1.1094210304392413,0.5289355469578989,0.346680748743709,-0.1417791462003969,0.010286727337475357,1.4393357712113763,-0.9044532262960451,-0.29046317414044986,black metal,black metal,Hell Militia,underground,vocals,shriek,blast,atmospheric,raw,bandcamp,all_black,boots,indoor,full,long,headphones,home,large,art_films,lurker,grey,occult,storytelling,hoodies,occult,small_venue,casual,playlists,90s,drink,,high,high,regular,casual,B,Y,Z,Y,X,X,Y,W,W,X,X
Ignea,melodic death metal,ukraine,female,180.02767741854117,7.396936598660359,6.17480103509625,7.818510698284628,7.256758215448257,5.060997139921247,8.448067103895427,7.5212267277228975,3.2362364088735482,7.734914040663339,9.033894426256524,4.430177343104806,124.90280493078883,7.474190192999622,4.042065355685956,4.819879252973982,6.798909382634733,5.2782331856469735,7.576118989346437,11.0,7.0,9.638416756125519,2.0,7.207715821775433,8.793326230302068,1251.3756434731176,1095.5358494068576,5.0,9.220638934366049,5.755352392216998,6.21532031348461,2.9470671208127,4.945073140640248,3.0482608502463595,0.9539526255078782,0.641204910696503,4.502315585915616,602.8111276534416,3.732726807147258,1.5193876756455122,0.03231547118757482,0.2086419064870071,-0.6920861566283695,1.6194351580732922,0.17004552856063573,0.8645851955276563,0.1646876198197184,0.1971032508712023,-0.305790465651731,melodic death metal,death metal,Warfect,underground,vocals,pig_squeal,blast,riff_based,raw,bandcamp,hoodie_black,vans,outdoor,light,short,headphones,home,small,anime,lurker,red,gore,storytelling,patches,brutal,festival,open_minded,albums,2000s,mosh,,high,high,extreme,casual,A,Y,Y,X,Z,X,Z,Z,Z,Y,X
Igorrr,extrem metal,france,male,167.29184889154755,9.900299783990262,8.857840846068513,7.896076785822654,6.486185613139747,8.49975873219925,7.737824975689812,9.712493836332973,5.987572730831593,8.901899675617441,7.423902936764115,5.287327470367443,109.90500264779871,6.5928302971667465,4.700027606878964,4.749130764908523,6.365771046020827,4.2833555804157095,8.114450996944491,5.0,0.0,9.123463258099214,5.0,5.440692683514622,7.064118075850045,791.2361485568974,918.0264804870392,2.0,7.554340615439879,5.708827824919902,8.11319156093914,3.1947816771411,7.015647135867682,2.7931056255010693,0.32569414899431287,0.9994862000081287,4.017435705414877,348.1901743436386,2.7193367445479435,-2.771955630625928,1.370744507474978,0.2023181805583551,-0.2441227717526189,1.4399431391006616,0.8918975755070955,-0.09984537387143656,-0.2484232079710333,-0.2027693556638182,1.1526828774815703,extrem metal,extrem metal,Lorna Shore,underground,guitar,scream,blast,riff_based,raw,youtube,battle_jacket,sneakers,both,light,long,headphones,home,medium,horror,active,black,other,abstract,tshirts,brutal,arena,elitist,albums,old_school,mosh,,extreme,high,intense,casual,A,Z,W,Y,X,X,Z,X,X,X,X
Incantation,death metal,usa,male,190.75065669773704,10.0,9.124197486288427,8.300156938483346,8.983659306027095,6.095931175579409,9.952173684371106,10.0,5.143401553384505,6.596999780463261,5.7097397538160415,4.287445915481152,89.90177340566663,7.235013767179119,5.003536140747872,6.056981082413675,4.243415823569933,3.8026625672441665,7.849987991596148,8.0,0.0,7.637025260700926,2.0,6.438795822480537,8.14257627782268,934.0508886887741,996.1404175927049,3.0,5.495368229663377,6.158767333774616,4.280679829202488,3.8655243291850754,6.405547113388662,2.19037344141233,0.0,4.287918065893114,5.542374440345414,675.7302605567522,3.5263192393905816,0.9379989450534133,0.042381228696125636,-0.8112963347867491,-0.020094548375796818,0.3898067205385225,-1.470215622097479,1.808299094493722,-1.7837248880945553,1.5384653140285238,1.5713949969507695,death metal,death metal,Alien Weaponry,major,guitar,scream,blast,riff_based,polished,youtube,battle_jacket,boots,indoor,full,medium,headphones,work,large,horror,lurker,red,occult,abstract,tshirts,brutal,small_venue,casual,random,modern,film,,extreme,mid,intense,casual,A,W,X,Y,Y,X,W,X,Z,X,Z
Infant Annihilator,deathcore,england,male,193.03293704694983,10.0,10.0,8.77922067237567,7.408227101954806,7.3912889131148125,8.028304110160754,9.454117470310713,7.930818722050473,7.923680331996709,7.365549479835349,3.778650518265778,106.19382793079771,6.2884826830120915,4.42145002374264,5.462452913102973,6.864251903163998,4.469980310699309,7.089403514181317,3.0,0.0,10.0,1.0,6.56400032669867,9.320748669420963,1036.631110501902,878.7722047898371,3.0,7.0937288146242725,8.457175320651576,6.8507228020023385,3.7200696387442167,6.129312260009865,4.032078075648539,1.1271386683132403,2.392100777973391,5.535652521938365,609.175752193374,4.3967522037602205,-0.008648626012240201,-0.3361246026263436,-0.1749298820038401,-1.5842163388718526,-0.3016807761308459,0.7360561337383746,-0.1565385777150951,-1.61973469381174,0.3406220284912099,-1.4501793702102626,deathcore,deathcore,Demonomancy,underground,vocals,scream,blast,riff_based,modern,bandcamp,hoodie_black,sneakers,indoor,light,medium,headphones,gym,none,horror,content_creator,black,occult,political,hoodies,brutal,small_venue,open_minded,albums,old_school,film,,extreme,high,extreme,active,A,W,X,X,Y,W,X,X,Z,Y,Z
Jinjer,metalcore,ukraine,female,160.23163841069442,4.916395761926445,4.185689585370224,4.620450556066977,3.3701121362739728,5.221277199927969,4.655793734736333,5.822519891662023,4.680013507742279,7.4108435759875,7.368943877237134,3.6695754034878028,112.33908047210569,5.86156608663659,4.711794661971318,4.836980326166869,4.374871007461033,4.379280951367491,6.876505396944432,7.0,0.0,5.919282138294717,0.0,3.7689780243740763,6.085169177176652,704.6004710346892,649.3310124307575,2.0,5.021919066206045,7.581785113752337,7.8018104761972715,4.816489150139878,6.3566795463557995,2.1586954270864114,1.9041619083108452,3.391255738929839,4.169697990250742,737.5250885139872,4.252646654780154,-2.3499712152446164,-1.85848793774098,-1.9786656668893567,-1.161310204722596,-0.6358025565476308,-0.020495562172830533,-0.23768363840527992,-1.8356986904271027,0.2056589208860058,1.411167174149276,metalcore,metalcore,Ov Sulfur,major,bass,scream,ambient,riff_based,modern,youtube,alt_fashion,vans,indoor,none,medium,speakers,home,none,sitcom,lurker,black,emotional,emotional,posters,modern,small_venue,casual,albums,2000s,mosh,,mid,mid,intense,active,D,X,Y,W,X,Z,Z,X,X,Y,Y
Kamizol-K,hardcore metal,france,male,194.26518840189448,9.093896107265659,9.96536571757652,6.985423781873947,7.706079466349111,8.179501576270436,8.407125861031009,8.570123369889128,4.8411849193009715,5.699195432853998,6.148521940038654,3.632415804022038,102.68998216620244,5.7099797301715665,4.067012715967953,3.0673488612190645,6.106160625470251,3.1476687168919364,7.407845907334249,8.0,3.0,8.70421779294354,2.0,7.145286326642169,9.499767358693578,1178.852732570752,1029.4463966766014,6.0,7.1112558006448126,3.029940980235692,4.706508425282053,2.1873713581827667,5.1956696073222055,1.8397105561745515,0.3462539524449051,0.24408205761994228,4.164352454567545,328.85007925527015,1.8795214800289923,0.4461378272397865,0.45225412270219334,0.9263767478332465,-1.121566061277659,-0.30292579390564206,-1.0586372679536964,-0.17103212161773174,0.37933916628423964,0.9006470828554398,-1.171445186026269,hardcore metal,hardcore metal,Kamizol-K,underground,guitar,scream,groove,chugging,raw,bandcamp,battle_jacket,boots,outdoor,light,short,speakers,home,large,anime,lurker,purple,nihilism,gore,hoodies,cyberpunk,festival,casual,playlists,old_school,listen,,high,mid,extreme,casual,A,X,X,W,W,Z,Z,W,Z,X,X
Kanonenfieber,blackened death metal,germany,male,216.1547079358063,9.559578496806601,6.920764496293526,9.163509714766164,7.5555907818466865,6.59456216996359,10.0,6.96302216729265,5.886870085098659,6.394766216466875,5.79646913733036,3.411769956119925,87.27034471809976,5.490693478311529,4.728446541763005,3.551939128645887,6.98800031799892,2.643024095996076,3.7313971132112163,6.0,1.0,5.020717911434117,0.0,2.553204177588416,6.223445047122449,415.95981770523747,521.860523137063,1.0,3.4337206761323316,5.583846050715138,6.791166121287931,3.264229221173304,3.6311471754052285,0.7914847501924749,0.7937769982537579,1.898493185178244,4.501188885497507,452.82135817675635,1.6576752824843153,1.1508397491520586,0.6612751088830449,-0.7706792596721668,0.7641082236837743,0.5438072479179061,-2.0846057526540664,-1.3166414286580101,-1.3622494798674596,1.092871618092712,-1.1412152455608227,blackened death metal,black metal,AngelMaker,underground,vocals,scream,blast,tremolo,lofi,bandcamp,all_black,boots,both,full,medium,speakers,home,small,horror,lurker,black,occult,philosophical,patches,occult,church,open_minded,playlists,old_school,contemplate,,high,mid,regular,casual,B,Y,X,Y,Z,Z,Y,X,Z,X,Z
Kontrust,nu metal,austria,male,141.04071702699167,6.343398178550632,7.017751516405934,8.358627071260846,6.209068264114947,6.36081071609999,5.553176694082774,7.628309188603146,4.06002252319357,9.600282332139598,9.243663486521429,3.8788115795514315,108.33472065989682,8.13415079852491,5.5100873103251065,5.552187761256007,6.5007905218373905,4.640296162779447,9.103704653893095,6.0,0.0,7.153739636320295,3.0,5.249701945922904,6.825392044607561,665.1169083625898,595.7993333961007,4.0,4.320371145452233,8.832197740607876,9.083530912790124,6.685910097361574,8.1429191860163,2.4804932603731884,2.106252019764576,3.39563020265393,5.568578051623886,920.9689418185582,5.614266222041328,0.36388700382157313,-1.7817324991011003,-0.03465635141297929,0.24535494857241638,-0.8072438054594162,-0.1364737118783534,-1.036726846758685,1.255577365919383,0.7836050942972992,-0.2342857023273647,nu metal,nu metal,Kontrust,major,drums,clean,groove,riff_based,raw,youtube,alt_fashion,vans,outdoor,full,shaved,headphones,home,none,anime,active,blue,emotional,emotional,posters,glitch,festival,casual,playlists,modern,socialize,,high,high,intense,active,D,Y,Z,Y,W,X,W,X,X,W,Z
Korn,nu metal,usa,male,142.40285889975613,5.513829728161023,6.140313210286829,7.229751893339943,5.334898168360892,7.417345737386905,7.792927512985734,6.431526069074278,3.566731270331452,7.566939562774826,7.102629519594708,3.876538684126551,86.2682034243153,7.225795010118793,3.905065020333879,3.9763751583475795,6.000330687770023,4.417336739854915,6.01154686081054,6.0,0.0,6.646510256237256,2.0,5.623116035335101,6.972683503501559,894.8350471332653,616.9403422342892,5.0,6.488319479742409,8.310162439894668,7.8772337617484665,5.8094008733120415,6.17891872751928,2.634846932491607,2.8146080989765228,3.573376515848918,5.999774883697403,874.8680478035127,4.352882438782585,0.584827637059613,1.1345324486972188,-1.426693421297779,0.611061200073943,0.757423818050381,1.44771298327407,-0.5306668897390933,0.030246564855953728,1.4194634728149536,-0.3182064721325846,nu metal,nu metal,Crescent Lament,underground,bass,mixed,technical,melodic,modern,youtube,streetwear,sneakers,both,full,long,speakers,gym,large,sitcom,active,blue,sci_fi,storytelling,tshirts,modern,arena,elitist,playlists,modern,listen,,high,high,intense,active,D,Y,W,W,Z,X,X,W,X,Z,Y
Loathe,nu metalcore,england,male,171.1436023619958,5.318864244944921,5.203344577437517,5.835711507054997,5.908974951907734,6.185167720044158,6.722234239289579,6.573731672056786,5.501785469940745,6.881612981084353,9.02225393854098,3.799522258785005,105.71056864962665,8.301235286067634,4.422639578655109,5.514838717555138,5.13077577266134,4.2230963214523065,7.514578157568059,14.0,1.0,9.56793273602246,6.0,7.4201909290947174,8.750736292388563,1204.0472219475803,963.357882303825,6.0,9.477405690166895,10.0,10.0,7.458801590834434,9.872083797849623,6.607301965459673,4.769544328579353,7.450637362865473,6.937227576743041,1299.7183831867887,7.868055681778229,-0.41167611233906165,0.7656955258921091,-0.5823535994615734,-1.8396549898024643,2.133160518003324,1.674684666741395,1.1358298488501297,-0.24418691910166884,0.6086824129137884,-1.5584172797168765,nu metalcore,nu metal,Loathe,major,bass,growl,groove,melodic,modern,youtube,streetwear,sneakers,both,light,short,headphones,commute,medium,sitcom,active,blue,other,storytelling,posters,cyberpunk,small_venue,open_minded,playlists,2000s,mosh,,high,high,extreme,hyperactive,D,Z,Z,Y,X,W,X,W,Z,X,Y
Lorna Shore,deathcore,usa,male,182.3150845084898,7.785142648975106,8.494801434189883,8.501420778990767,7.242371216989094,9.611741569475331,8.728577237568906,9.790358891742517,5.771159405340849,6.364409086418066,6.342687361762398,4.6021292682897394,80.10277603065194,8.652690859279584,5.428790053100824,3.5512382717862816,3.759593428331054,3.194545340054459,7.016776460371403,5.0,3.0,7.24625251486633,4.0,5.630862327704435,6.624587891136332,854.6850321895446,627.9131154784254,1.0,5.633278359070885,6.295750426747364,6.029636931134143,3.449649761768409,5.005814051471051,1.00862205837745,0.0,1.1341578477802372,4.108541597453295,372.4977755217841,3.2184153790648296,-1.861389755221022,1.1323159425473455,-0.2795911535175272,-1.4835666860516032,-0.061883235127395034,0.3553762106700964,-0.03312605936201012,-0.8438550752043381,0.1676514647267018,0.6498779734925669,deathcore,death metal,Møl,underground,drums,pig_squeal,blast,riff_based,polished,bandcamp,hoodie_black,sneakers,outdoor,light,long,speakers,gym,medium,metal_docs,active,black,occult,abstract,tshirts,brutal,small_venue,open_minded,playlists,2000s,film,,high,mid,intense,casual,A,Z,Y,Z,Y,Y,W,X,Z,Y,Z
Mental Cruelty,deathcore,germany,male,199.99605558927382,8.508012215271197,10.0,9.264185130470594,5.815517070166857,8.750948120331195,9.370831916260476,6.801611874332186,8.840061653189487,7.636410918034499,8.892937612090368,5.3451946557195225,117.16479362546042,5.951624416422954,5.37571831860939,5.080695689114917,5.644503660891658,4.899063220969857,9.04926928817443,4.0,2.0,9.037105323736473,2.0,5.353560076439991,8.100124818266579,962.3541409082459,748.1275380735167,2.0,4.330628286662212,7.726777023131401,5.9804165107363705,2.983964992722499,5.2122641352210595,2.1480929492307155,0.03964910078879674,2.560630536800136,4.008908755702894,568.1151846201715,3.2731958369811753,0.6918640223370642,0.5835250918333419,-0.011290846960830136,0.6632154402564954,-1.3443948032833053,1.9620056638422476,-0.48464418961570654,0.6222587482702062,1.2391720620880293,0.6794024247266021,deathcore,deathcore,Venus 5,underground,drums,growl,groove,chugging,polished,spotify,band_tshirt,sneakers,both,none,long,amp_stack,home,medium,anime,lurker,black,occult,political,patches,brutal,small_venue,elitist,random,2000s,mosh,,extreme,high,intense,casual,A,W,W,Z,Y,Z,X,Z,Z,Y,Z
Møl,post black metal,denmark,male,164.61205728069214,4.893371462978157,5.958377071922476,6.136205275572318,6.44874144481861,6.1085977177140895,6.726895594404309,4.364484606049507,3.2034898017655706,6.166697121125849,6.655722801732575,3.719853037476273,94.9848885605534,6.255352759109326,2.787971574030906,3.7777368637289355,4.025581702170288,3.0181124974575413,6.920791644457614,0.0,0.0,5.092290532548949,0.0,1.6074788983343222,4.83487645231676,187.8374871977583,460.98133478585277,2.0,1.3433023375512543,5.076577972953064,4.451014147548838,2.2244047227319146,3.319538585342076,0.0,0.06308194406023326,0.9139674652889254,1.297153630008223,209.99382525512536,0.6897296928105393,1.7497539194462957,0.6536827088113185,0.4797325155225118,-2.778669641666051,-1.3447447463164128,-0.04294108295674488,1.2265347456065954,-0.8044978195424114,-0.09089614008213873,1.0540415961636707,post black metal,post black metal,Revocation,underground,drums,growl,blast,riff_based,modern,bandcamp,all_black,vans,indoor,light,long,speakers,home,large,art_films,lurker,black,pagan,abstract,patches,occult,church,elitist,discover_weekly,90s,listen,,mid,mid,regular,casual,B,Z,Y,Y,W,W,Y,Z,Y,W,Z
MyrKur,atmospheric black metal,denmark,female,169.7086231718633,6.727830995813858,5.606548728296166,7.798243591100951,5.816491957635629,8.092010896264815,7.144826273103911,5.611440951091559,5.997714976435316,6.122344730391337,7.1949584151975134,3.580326116849261,118.11541756171877,5.036094661655545,4.867913039470361,4.414516498570836,3.7843886131741065,3.204139591203951,4.047299464867974,3.0,0.0,4.03289423220676,0.0,0.42281382120692246,4.2820490542505905,75.34123663717872,297.17967740473046,0.0,2.096054204893734,4.115650028936409,3.507960680357875,2.5241735259348856,3.165134372506406,0.0,0.0,0.24659265914394235,2.311655430366163,181.44623973891134,0.3590557553543031,1.129580854227459,0.5207208987017389,1.4390750834862203,1.2246293575998046,0.7765655517115755,0.9533035516427811,1.5511771328922608,-0.9853780040698807,0.033246516344661574,-0.43345532977786516,atmospheric black metal,atmospheric black metal,Within Destruction,underground,drums,growl,groove,riff_based,raw,youtube,band_tshirt,boots,indoor,none,long,headphones,work,large,metal_docs,lurker,black,occult,abstract,patches,nature,small_venue,elitist,albums,old_school,mosh,,high,mid,regular,casual,B,Y,X,W,X,X,Y,Z,Z,W,W
Nanowar of Steel,comedy heavy metal,italy,male,122.49946791075891,8.037692818120354,7.6858348631451925,8.71169460391166,5.761098554063228,8.308219382577374,9.657447871080096,7.840137042053833,6.320293785171978,6.703111087840428,5.390373093766596,3.679984179415844,78.6992638125647,5.2074250397421205,2.9004203450541493,3.4676492325028425,5.970243288197115,2.655933607683918,5.185282687824784,6.0,1.0,5.681189224870338,1.0,3.4308640133386064,5.22239272893242,548.9602355732047,638.025191086462,2.0,4.392798795643169,10.0,10.0,7.978795902748296,10.0,7.935824421332037,5.029175105338296,6.703977982106501,6.229350128048523,1223.1322865834165,8.598577197582335,-1.9878758296013461,0.8684723215011957,0.7327109427693562,-1.82331714352279,-0.05974617896044361,-0.45123088890642726,1.2553824609077604,1.1883499206053487,1.7215769172969146,-0.039582714972448675,comedy heavy metal,comedy heavy metal,Møl,major,vocals,mixed,blast,chugging,modern,youtube,streetwear,sneakers,outdoor,full,short,speakers,gym,medium,metal_docs,lurker,blue,sci_fi,abstract,tshirts,modern,small_venue,open_minded,playlists,modern,mosh,,extreme,mid,intense,hyperactive,D,X,W,X,Z,W,Z,Y,W,W,Y
Nostromo,metalcore,switzerland,male,131.15648760036547,8.375195793944487,7.421630640599814,9.416065124435795,7.765642491533644,8.022178550839685,8.367582591167604,8.569445565626296,7.778987347085406,4.676179414372539,5.379739318869797,3.066045442944933,89.60084605899092,5.4012908382141935,5.4438864184308695,3.825116229636401,4.881941319758869,4.27900345346738,6.200951826293006,6.0,1.0,6.856941630334841,0.0,3.3223492616040433,5.931408772669387,635.4536260848482,583.3797841812101,3.0,2.493558550704917,10.0,9.945705887886096,7.085928118902415,9.658304067801048,6.031693458304323,5.185830099012935,8.369152405879674,4.960301932269102,894.4214154153821,7.185050668895046,-1.5148944072109338,-1.8187577691239185,0.9621645431462449,0.8433448919249784,0.876830896064053,-0.5145988392841486,-0.8530899972351577,0.3546211607750226,1.6219241279552312,-0.030427164902642686,metalcore,metalcore,Nostromo,major,drums,clean,blast,ambient,modern,apple_music,streetwear,sneakers,outdoor,full,short,bluetooth_speaker,commute,medium,anime,lurker,black,spiritual,storytelling,vinyls,modern,small_venue,open_minded,playlists,2000s,socialize,,extreme,mid,intense,hyperactive,D,Y,Z,X,X,Z,X,W,X,X,Z
Osiah,technical deathcore,england,male,168.90524846013062,10.0,10.0,10.0,8.966939118838928,9.795176154169042,10.0,8.875632467751426,7.3463689267285375,6.900114377587117,6.0782791012694,2.9235261448372376,110.08802038180474,5.048102294490431,5.12935600846973,3.951438818082552,5.0810687854584256,3.893680821639928,6.015534451137623,7.0,0.0,9.354031466280013,4.0,6.407017423214294,9.518535183067897,1036.2807222468723,824.4024381948523,2.0,7.9681191964130775,7.512241449164327,6.127373253345196,5.598236090640047,6.976349015844852,2.0969472371054665,1.0234441139238544,4.2007777695613555,5.8771218141126145,720.9714119015715,4.8399056200327495,-0.8459677417973405,-1.5010594336215146,1.4461041099431382,-0.8885846247569626,-0.5336342491593495,-0.6775091168806363,-0.49524862019365573,-0.23492942824827223,-0.008175806923322827,1.6879954414684644,technical deathcore,death metal,Fat Society,underground,bass,scream,blast,atmospheric,raw,bandcamp,band_tshirt,sneakers,outdoor,none,long,amp_stack,commute,medium,horror,lurker,black,occult,storytelling,tshirts,brutal,small_venue,casual,random,2000s,mosh,,extreme,mid,intense,active,A,W,Y,Z,W,Y,Y,W,Z,Y,W
Ov Sulfur,deathcore,usa,male,178.23923830515588,10.0,9.266225089888174,9.12044598597498,7.154306695001015,8.819324270621223,8.703445739360273,8.36265482726247,6.788342254511396,6.395325922901872,6.989917736988173,3.3612902395615505,108.90464783307335,5.297650298609547,4.639423047426361,3.878539889430906,4.9059168332398615,4.145203775761834,7.1766858727726905,6.0,0.0,10.0,0.0,8.684706837488388,7.750681048156215,1013.7192932762251,942.6670104325591,1.0,6.986774785995865,6.295128505884588,4.393873159993532,3.1792493959025783,4.874789087739062,1.0771003804942774,0.0,1.4049776483716434,3.9034255529018624,509.61193948922926,2.4488465933742365,-1.5929754512801433,-0.7360079001897717,0.5697078815226975,1.0489037151715825,0.8306235475398316,-2.0605289471243124,1.813736070314719,0.6414329847337166,-0.45355157730561674,-2.834244782633218,deathcore,death metal,Ov Sulfur,indie,guitar,growl,blast,riff_based,polished,spotify,hoodie_black,boots,both,full,medium,speakers,work,medium,metal_docs,active,black,nihilism,abstract,hoodies,brutal,festival,elitist,albums,2000s,drink,,extreme,mid,intense,casual,A,W,Z,Z,Z,Y,W,Z,X,Y,X
Pantera,groove metal,usa,male,128.11987072591,6.548873677121215,3.6038087888047503,4.382572101048921,6.640492862488242,4.717667683059015,5.449209158418981,4.948619326296697,3.670862349661546,9.088448236549134,9.819095209593206,4.8277647900156815,110.90677956412937,7.249160625476163,5.5506778474326115,6.246001766792914,6.62084929403974,5.754653554795735,9.576256563662541,9.0,1.0,6.625156333499186,1.0,3.6538087927614233,6.065918315238316,847.065581718732,762.3556325728308,6.0,4.340955612381362,7.333423148557295,4.980079998232906,4.677900038957642,6.899939415637672,3.4863929301350685,0.0,1.5909614558520095,4.3016624387763525,627.2418586505624,3.1643326755110555,0.044189919556039105,-0.12982017167255325,-0.03670719561899534,3.208160913916495,-0.15829917344972547,1.2870922599469117,0.24113969200002205,0.008931873110698613,1.4631735002084985,-0.9569443489891034,groove metal,groove metal,Pantera,major,drums,clean,technical,melodic,polished,bandcamp,casual_jeans,docs,both,none,long,studio_monitors,home,medium,fantasy,active,green,philosophical,philosophical,vinyls,abstract,theatre,experimental,albums,70s_prog,film,,mid,high,intense,active,C,Y,Z,W,Y,X,Y,W,X,Z,Y
Psychostick,comedic metalcore,usa,male,150.60212620026857,6.217582510614093,4.761572478715433,6.944127679964557,4.535055651665203,6.672565160963452,5.805268265745892,9.334654910112002,3.873962280221166,6.908582326095172,6.781057986188905,3.871671932698929,110.34140082629311,5.688367908741524,4.696054071100511,5.397492469373849,6.779465664449823,6.30783928168703,8.418624390685542,6.0,1.0,8.100333411950615,0.0,4.7575099086271075,8.269222794606211,864.5173741680464,696.1941365014252,2.0,6.769036444555345,9.407128475207603,10.0,6.113237611908175,9.411375520826919,5.556886760353842,5.236776781054872,5.040627026189095,5.4634466953461756,1036.314045426587,6.696996964758762,0.3934158051805228,0.3881369233081794,1.0091119062550553,-2.2731776301211255,-0.7325040553239491,-0.6416324391380163,-0.26762706489607857,0.38301315045168366,0.8004183579152141,0.005540842791797656,comedic metalcore,metalcore,Revocation,underground,guitar,mixed,technical,chugging,polished,spotify,streetwear,sneakers,indoor,light,shaved,headphones,home,small,sci_fi,content_creator,other,spiritual,emotional,tshirts,cyberpunk,small_venue,experimental,discover_weekly,2000s,socialize,,high,high,intense,hyperactive,D,X,X,Z,Y,X,Z,X,W,W,X
